Day,SessionCode,SessionTitle,Room,PaperTime,PaperTitle,Authors
"Tuesday, Nov 4",T2-WPB,Broadening Participation 7: Supporting Student Resilience and Stress,Willow Pond B,10:30,WIP: Using Hybrid Cognitive Interviews to Examine Validity of the Life Stressor Checklist to Study Racialized Stress Among,"Undergraduate Engineering Students Mark O Onyango and Elahe Vahidi (University of Cincinnati, USA); Kaitlyn A Thomas (University of Nevada, Reno, USA); Kelly J. Cross (Georgia Institute of Technology, USA); Adam Kirn (University of Nevada, Reno, USA); Whitney Gaskins (University of Cincinnati, USA)"
"Tuesday, Nov 4",T2-WPB,Broadening Participation 7: Supporting Student Resilience and Stress,Willow Pond B,10:45,Characterizing Engineering Graduate Students' Longitudinal Stress Landscapes and Stressor Cascades,"Boni F Yraguen and Kyeonghun Jwa (Penn State, USA); Catherine Berdanier (Pennsylvania State University, USA)"
"Tuesday, Nov 4",T2-WPB,Broadening Participation 7: Supporting Student Resilience and Stress,Willow Pond B,11:00,Machine Learning for Stress Management in Education Using Wearable Biomarkers and NLP-Based Reflections,"Yuexin Liu (Texas A&M University, USA); Ben Zoghi (SMU, USA)"
"Tuesday, Nov 4",T2-WPB,Broadening Participation 7: Supporting Student Resilience and Stress,Willow Pond B,11:15,WIP: Designing Content-Relevant Interventions to Promote Academic Resilience in an Engineering Project Course,"Alessandra O Napoli, Ross D Venook and Shima Salehi (Stanford University, USA)"
"Tuesday, Nov 4",T2-WPB,Broadening Participation 7: Supporting Student Resilience and Stress,Willow Pond B,11:30,GoodBot: the Engineering and Computer Science Student's Best Friend,"Otavio Santos (Universidade Federal do Espírito Santo & Faculdades Integradas Espírito-Santenses, Brazil); Davidson Cury (UFES- Universidade Federal do Espirito Santo, Brazil); Pedro David Netto Silveira (UFES & IFES, Brazil); Wagner de Andrade Perin (Universidade Federal do Espírito Santo, Brazil); Jadson do Prado Rafalski (Instituto Federal do Espírito Santo - Brazil, Brazil & IFES, Brazil)"
"Tuesday, Nov 4",T2-WPB,Broadening Participation 7: Supporting Student Resilience and Stress,Willow Pond B,11:45,From Zero to Poster: Formalizing Undergraduate Research Experiences in Engineering Education,"Heidi A. Diefes-Dux and Grace Panther (University of Nebraska-Lincoln, USA) 10:30 - 12:00"
"Tuesday, Nov 4",T2-WPC,"Attitudes & Perceptions 3: Technology Adoption, Digital Literacy, and Engagement",Willow Pond C,10:30,Profiling Digital Readiness Among Undergraduates: A Person-Centered Approach,"Thien T Nguyen and Alexander Helberg (Trinity College, USA)"
"Tuesday, Nov 4",T2-WPC,"Attitudes & Perceptions 3: Technology Adoption, Digital Literacy, and Engagement",Willow Pond C,10:45,Explaining Undergraduate Student Adoption of Integrated Development Environments,"Lakshita Malhotra and Jennifer Parham-Mocello (Oregon State University, USA)"
"Tuesday, Nov 4",T2-WPC,"Attitudes & Perceptions 3: Technology Adoption, Digital Literacy, and Engagement",Willow Pond C,11:00,"Robots in Synch, Engineers in Harmony: A Synchronizing Firefly Robot Kit for Enhancing Student Engagement Through Positive,","Community-Centered Emotions (WIP) Derrick W Yeo, Krystelle Fernandez and Hadi H Soweidan (University of Michigan, USA) 61"
"Tuesday, Nov 4",T2-WPC,"Attitudes & Perceptions 3: Technology Adoption, Digital Literacy, and Engagement",Willow Pond C,11:15,CacheLab: Enhancing Memory Hierarchy Learning Through Interactive Exploration,"Hugo Jeller Ferreira and Vinicius Shinohara (Federal University of Mato Grosso do Sul, Brazil); Gregorio Koslinski Neto (Universidade Federal de Mato Grosso do Sul, Brazil); Liana Dessandre Duenha (Federal University of Mato Grosso do Sul, Brazil)"
"Tuesday, Nov 4",T2-WPC,"Attitudes & Perceptions 3: Technology Adoption, Digital Literacy, and Engagement",Willow Pond C,11:30,AI Literacy for Community Colleges: Instructors' Perspectives on Scenario-Based and Interactive Approaches to Teaching AI,"Aparna Maya Warrier, Arav K Agarwal, Jaromir Savelka, Christopher A Bogart and Heather Burte (Carnegie Mellon University, USA)"
"Tuesday, Nov 4",T2-WPC,"Attitudes & Perceptions 3: Technology Adoption, Digital Literacy, and Engagement",Willow Pond C,11:45,"Adoption, Usage, and Perceptions of LLM-Generated Feedback in Computer Science Education: a Cross-Cultural Study of Students","and Academics Eyman Abdulrahman Alyahyan (The University of Glasgow, United Kingdom (Great Britain) & Imam Abdulrahman Bin Faisal University, Saudi Arabia); Mireilla Bikanga Ada and Jake Lever (University of Glasgow, United Kingdom (Great Britain)) 10:30 - 12:00"
"Tuesday, Nov 4",T2-WPD,Curriculum & Course Design 3: Supporting Student Success and Development,Willow Pond D,10:30,WIP: Calls for Change in Foundational Engineering Courses in Middle Years: a Scoping Literature Review,"Adaugo Enuka and Alexandra C Strong (Cornell University, USA)"
"Tuesday, Nov 4",T2-WPD,Curriculum & Course Design 3: Supporting Student Success and Development,Willow Pond D,10:45,Competencies to Educate the Whole Engineer: Building a Modern Engineering Curriculum at Wake Forest Engineering,"Olga Pierrakos (Wake Forest University, USA)"
"Tuesday, Nov 4",T2-WPD,Curriculum & Course Design 3: Supporting Student Success and Development,Willow Pond D,11:00,"The Energy Literacy Spectrum: Understanding Students' Thoughts, Feelings, and Behaviors","Sakshi Solanki, Achal Duhoon and Desen S Özkan (University of Connecticut, USA)"
"Tuesday, Nov 4",T2-WPD,Curriculum & Course Design 3: Supporting Student Success and Development,Willow Pond D,11:15,"Examining Shifts in Sense of Belonging, Engineering Identity, Intent to Persist and Stress Levels: A Repeated Measures Study of First-","Generation Students in a First-Year Engineering Program Muhammad Asghar, David Reeping and Sheryl Sorby (University of Cincinnati, USA)"
"Tuesday, Nov 4",T2-WPD,Curriculum & Course Design 3: Supporting Student Success and Development,Willow Pond D,11:30,WIP Development of a Qualitative Codebook to Study Reflective Depth in Engineering Courses,"Campbell J McColley, Mohammed Alrizqi and Alexandra Werth (Cornell University, USA)"
"Tuesday, Nov 4",T2-WPD,Curriculum & Course Design 3: Supporting Student Success and Development,Willow Pond D,11:45,WIP: Exploring the Value of a Debugging Cheat Sheet and Mini Lecture in Improving Undergraduate Debugging Skills and Mindset,"Andrew J Ash and John Hu (Oklahoma State University, USA) 62"
"Tuesday, Nov 4",T3-RBA,K-12 Education & Outreach 3: Building Teacher Competencies and Student Engagement,Riverbed A,13:30,Enhancing K-12 Teachers' AI Competencies Through a Professional Development Program,"Lechen Zhang and Linda Mannila (University of Helsinki, Finland); Yuki Nagae (Stockholm University, Sweden & International Christian University, Japan); Jalal Nouri (Stockholm University, Sweden)"
"Tuesday, Nov 4",T3-RBA,K-12 Education & Outreach 3: Building Teacher Competencies and Student Engagement,Riverbed A,13:45,A Comparative State-Level Analysis of Computer Science Teacher Capacity in Georgia and Wisconsin Public High Schools,"Sujeeth Goud Ramagoni and Christian Marowski (Marquette University, USA); Aaja Christie (Georgia State University, USA); Bryan Cox (Georgia Institute of Technology, USA & Constellations Center for Education in Computing, USA); Dennis Brylow (Marquette University, USA); Anu G Bourgeois (Georgia State University, USA)"
"Tuesday, Nov 4",T3-RBA,K-12 Education & Outreach 3: Building Teacher Competencies and Student Engagement,Riverbed A,14:00,Computing and Sciences Summer Program for Middle School Students,"Sujing Wang and Raymond Doe (Lamar University, USA)"
"Tuesday, Nov 4",T3-RBA,K-12 Education & Outreach 3: Building Teacher Competencies and Student Engagement,Riverbed A,14:15,Visualization of Logic Concepts Through Integrated Tools for Emergent Bilinguals,"Shary Shimray (International High School, Austin ISD, USA); Sheng-Jen Hsieh (Texas A&M University, USA)"
"Tuesday, Nov 4",T3-RBA,K-12 Education & Outreach 3: Building Teacher Competencies and Student Engagement,Riverbed A,14:30,Enhancing Student Engagement in Computational Thinking by Encouraging Exploration in Horizontal STEM Learning Activities,"Edward C Mayeux, Ting Liu, Joshua Earl Howell and Rebecca Schlegel (Texas A&M University, USA)"
"Tuesday, Nov 4",T3-RBA,K-12 Education & Outreach 3: Building Teacher Competencies and Student Engagement,Riverbed A,14:45,WIP: Implementing and Assessing Maker Laboratory Networks in Amazonian Schools: a Multi-Context Analysis,"Diego Sales (Federal University of Amazonas & Institute Federal of Amazon, Brazil); Adriana Gama Do Nascimento Maia and Jose Pinheiro Queiroz Neto (IFAM, Brazil) 63"
"Tuesday, Nov 4",T3-RBC,Gen AI 8: Code Quality and Analysis in Undergraduate Courses,Riverbed C,13:30,"Assessing Refactoring in Education: a Systematic Literature Review on Evaluation, Goals, and Impact","Sarah Alanqari (Rochester Institute of Technology, USA); Mohamed Wiem Mkaouer (University of Michigan-Flint, USA); Christian Newman (Rochester Institute of Technology, USA)"
"Tuesday, Nov 4",T3-RBC,Gen AI 8: Code Quality and Analysis in Undergraduate Courses,Riverbed C,13:45,WiP: Literature Review on LLMs to Improve Code,"Sucharitha Nadendla, Sravya Karanam and Edward F. Gehringer (North Carolina State University, USA)"
"Tuesday, Nov 4",T3-RBC,Gen AI 8: Code Quality and Analysis in Undergraduate Courses,Riverbed C,14:00,Use of Generative AI Tools in Software Quality Assurance Work,"Bruce Maxim (University of Michigan-Dearborn, USA); Zheng Song (University of Michigan at Dearborn, USA); Belen Garcia de Hurtado (University of Michigan-Dearborn, USA); Foyzul Hassan (Universsity of Michigan-Dearborn, USA); Shimil Shijo (University of Michigan- Dearborn, USA)"
"Tuesday, Nov 4",T3-RBC,Gen AI 8: Code Quality and Analysis in Undergraduate Courses,Riverbed C,14:15,Teaching Code Refactoring Using LLMs,"Anshul Khairnar, Aarya Rajoju and Edward F. Gehringer (North Carolina State University, USA)"
"Tuesday, Nov 4",T3-RBC,Gen AI 8: Code Quality and Analysis in Undergraduate Courses,Riverbed C,14:30,WIP: Leveraging LLMs for Enforcing Design Principles in Student Code: Analysis of Prompting Strategies and RAG,"Dhruv Kolhatkar, Soubhagya Akkena and Edward F. Gehringer (North Carolina State University, USA)"
"Tuesday, Nov 4",T3-RBC,Gen AI 8: Code Quality and Analysis in Undergraduate Courses,Riverbed C,14:45,WIP Active Learning of Foundational Software Engineering Skills Supported by GitHub Education,"Alejandro Adorjan, Patricia De León and Martin Solari (Universidad ORT Uruguay, Uruguay) 13:30 - 15:00"
"Tuesday, Nov 4",T3-WPA,Pedagogical & Instructional Approaches 8: Enhancing Project-Based Learning,Willow Pond A,13:30,Fostering Practical Skills in Computer Networks with IoT-Centric Project-Based Learning,"Khairul Mottakin, Zheng Song and Khalid Kattan (University of Michigan at Dearborn, USA) 64"
"Tuesday, Nov 4",T3-WPA,Pedagogical & Instructional Approaches 8: Enhancing Project-Based Learning,Willow Pond A,13:45,Community-Oriented Project-Based Learning for a Web Technologies Course,"Zheng Song and Sai Vikram Patnaik (University of Michigan at Dearborn, USA); Hayat Hachem (City of Dearborn, USA); Ali Abazeed (City of Dearborn, USA & Department of Public Health, USA)"
"Tuesday, Nov 4",T3-WPA,Pedagogical & Instructional Approaches 8: Enhancing Project-Based Learning,Willow Pond A,14:00,When Project-Based Learning Meets Edge Computing: an Experience Report,"Zheng Song and Summit Shrestha (University of Michigan at Dearborn, USA); Zhengquan Li (University of Michigan- Dearborn, USA); Khairul Mottakin (University of Michigan at Dearborn, USA); Zhu Qiang (University of Michigan - Dearborn, USA)"
"Tuesday, Nov 4",T3-WPA,Pedagogical & Instructional Approaches 8: Enhancing Project-Based Learning,Willow Pond A,14:15,WIP: Easing the Transition to Project-Based Software Engineering Courses with Externally Sourced Projects,"Nathan Sommer (Xavier Univerity, USA); Stan Kurkovsky and Chad A Williams (Central Connecticut State University, USA); Mikey Goldweber (Denison University, USA)"
"Tuesday, Nov 4",T3-WPA,Pedagogical & Instructional Approaches 8: Enhancing Project-Based Learning,Willow Pond A,14:30,Agile Game Production Instruction: Integrating Agile Methodologies with Project-Based Learning in Game Development Education,"Víctor Manuel Pérez Colado (Nord University, Norway); Aedan Soellaart (University of Inland, Norway); Chris Hart (Nord University, Norway); Adam Palmquist (Mälardalen University, Sweden)"
"Tuesday, Nov 4",T3-WPA,Pedagogical & Instructional Approaches 8: Enhancing Project-Based Learning,Willow Pond A,14:45,WIP: PROTECT: a Framework for Preserving Project-Based Learning Integrity in the AI Era,"Xiaoguang Ma (University of Wisconsin-Platteville, USA); Yanwei Wu and Mehdi Roopaei (University of Wisconsin - Platteville, USA); Jing Wang (Gallop Academy, USA) 13:30 - 15:00"
"Tuesday, Nov 4",T3-WPB,Broadening Participation 8: Designing for Student Success,Willow Pond B,13:30,WIP: Centering African American Culture in Engineering Education: Impact of an African-Centered Pedagogy and Curriculum,"DeAnna Bailey (Morgan State University, USA); Kate Rotindo (Impact Allies, USA); Kendal Knox (Morgan State University, USA); Charnee Bowens and Krystal Dunn (Conscious Ingenuity, USA); James Holly Jr (University of Michigan, USA)"
"Tuesday, Nov 4",T3-WPB,Broadening Participation 8: Designing for Student Success,Willow Pond B,13:45,WIP: Coding Neurodivergent - a Systematic Literature Review,"Veronica M Bramlett, Davis Flanders and Anna Manley (Kennesaw State University, USA)"
"Tuesday, Nov 4",T3-WPB,Broadening Participation 8: Designing for Student Success,Willow Pond B,14:00,Development of a Digital Game to Stimulate Logical Reasoning in Individuals with Intellectual Disabilities (ID),"Ailime F. Rodrigues (Federal University of Rio Grande, Brazil); Luiz Carlos Begosso (Fundacao Educacional Do Municipio de Assis & FATEC Assis, Brazil); Luiz R Begosso (Fundacao Educacional do Municipio de Assis - FEMA & Centro de Pesquisas em Informatica - Cepein, Brazil); Fernanda Mota (Universidade Federal do Rio Grande, Brazil); Darlise Nunes Ferreira (Universidade Federal do Pampa, Brazil); Rosa Vicari (Universidade Federal do Rio Grande do Sul, Brazil); Regina Barwaldt (Federal University of Rio Grande (FURG), Brazil & Center of Computational Sciences (C3), Brazil) 65"
"Tuesday, Nov 4",T3-WPB,Broadening Participation 8: Designing for Student Success,Willow Pond B,14:15,WIP: Moverè: Interactive Motivational Model to Promote Diabetic Patients' Adherence to Health Protocols,"Fernanda Mota (Universidade Federal do Rio Grande, Brazil); Adenauer Correa Yamin (Federal University of Pelotas (UFPel), Brazil); Ana Marilza Pernas (Universidade Federal de Pelotas, Brazil)"
"Tuesday, Nov 4",T3-WPB,Broadening Participation 8: Designing for Student Success,Willow Pond B,14:30,iAthena: Research Challenges in the Use of Persuasive Technologies to Monitor People with Depressive Disorder,"Fernanda Mota (Universidade Federal do Rio Grande, Brazil); Daniel Capua (Universidade Católica de Pelotas, Brazil); Adriana Da Silva Pinto (INSTITUTO FEDERAL DO RIO GRANDE DO SUL Rio, Brazil); Regina Barwaldt (Federal University of Rio Grande (FURG), Brazil & Center of Computational Sciences (C3), Brazil); Adenauer Correa Yamin (Federal University of Pelotas (UFPel), Brazil)"
"Tuesday, Nov 4",T3-WPB,Broadening Participation 8: Designing for Student Success,Willow Pond B,14:45,Bringing More Girls to STEM: a Systematic Review of Brazilian Initiatives,"Mariana Pereira Santos and Isabela Makiolka Montingelli (Pontifícia Universidade Católica do Paraná, Brazil); Andreia Malucelli (Pontificia Universidade Católica Paraná, Brazil); Sheila Reinehr (Pontifícia Universidade Católica do Paraná, Brazil); Carlos Silla (Halmstad University, Sweden) 13:30 - 15:00"
"Tuesday, Nov 4",T3-WPC,Attitudes & Perceptions 4: Fostering Resilience and Wellbeing,Willow Pond C,13:30,Empowering Neurodivergent Student Voices in Engineering: a Participatory Action Approach to Inclusion and Retention,"Elahe Vahidi, Elizabeth Pawley and Whitney Gaskins (University of Cincinnati, USA)"
"Tuesday, Nov 4",T3-WPC,Attitudes & Perceptions 4: Fostering Resilience and Wellbeing,Willow Pond C,13:45,WIP: Academic Resilience in Engineering - the Role of Risk and Protective Factors on Student Performance,"Olanrewaju Paul Olaogun (Merrimack College, USA); Vincent Fakiyesi (University of Georgia, USA); Adurangba Victor Oje (JPMC & University of Georgia, USA); Nathaniel Hunsu (University of Georgia, USA); Peter O Olaogun (FUNAAB, Nigeria)"
"Tuesday, Nov 4",T3-WPC,Attitudes & Perceptions 4: Fostering Resilience and Wellbeing,Willow Pond C,14:00,WIP: Retaining Future Innovators: Strategies to Foster Resilience & Persistence in Robotics & AI,"Rachel Burcin (Carnegie Mellon University, USA); Sergio Sedas (Tec de Monterey, Mexico)"
"Tuesday, Nov 4",T3-WPC,Attitudes & Perceptions 4: Fostering Resilience and Wellbeing,Willow Pond C,14:15,Developing Effective Attitudinal Character Indicators to Support Character Development,"Stephen T Frezza (Franciscan University of Steubenville, USA); Iryna Ashby and Marisa Exter (Purdue University, USA)"
"Tuesday, Nov 4",T3-WPC,Attitudes & Perceptions 4: Fostering Resilience and Wellbeing,Willow Pond C,14:30,WIP: Exploring the Impact of Scrum on Underrepresented Students in Engineering,"Sarah A Reynolds and Alexandra Davidoff (Embry-Riddle Aeronautical University, USA); Lynn Vonderhaar (Embry-Riddle Aeronautical Unviersity, USA); Omar Ochoa, Massood Towhidnejad and James Pembridge (Embry-Riddle Aeronautical University, USA)"
"Tuesday, Nov 4",T3-WPC,Attitudes & Perceptions 4: Fostering Resilience and Wellbeing,Willow Pond C,14:45,Unpacking Wellbeing and Professional Skill Development: a Study of Engineering Graduate Students,"Syed Ali Kamal and Matilde Sánchez-Peña (University at Buffalo, USA) 66"
"Tuesday, Nov 4",T3-WPD,"Curriculum & Course Design 4: Innovative Strategies for Teamwork, Design, and Skill Development",Willow Pond D,13:30,Exploring Educational Video Games for Learning Scrum,"Javier Alegre (Universidad Politecnica de Madrid, Spain); Daniel Lopez, Jesús Mayor and Edmundo Tovar (Universidad Politécnica de Madrid, Spain)"
"Tuesday, Nov 4",T3-WPD,"Curriculum & Course Design 4: Innovative Strategies for Teamwork, Design, and Skill Development",Willow Pond D,13:45,WIP: Incorporating Active Learning and Group Work into Specifications Grading for Graduate Level Data Science Courses,"Mahima Agumbe Suresh (San Jose State University, USA)"
"Tuesday, Nov 4",T3-WPD,"Curriculum & Course Design 4: Innovative Strategies for Teamwork, Design, and Skill Development",Willow Pond D,14:00,WIP: Defining Collaborative Educational Standards for AI Hardware,"Ben Arie Tanay, Kerrie A. Douglas, Peter Bermel and Maria Oliveri (Purdue University, USA)"
"Tuesday, Nov 4",T3-WPD,"Curriculum & Course Design 4: Innovative Strategies for Teamwork, Design, and Skill Development",Willow Pond D,14:15,Early Introduction of Electrical and Computer Engineers to Design Problems: A Study on Design Thinking and Learning Outcomes,"Mohamed Zaghloul (The University of Pittsburgh, USA); Heather M Phillips and Amr Hassan (University of Pittsburgh, USA)"
"Tuesday, Nov 4",T3-WPD,"Curriculum & Course Design 4: Innovative Strategies for Teamwork, Design, and Skill Development",Willow Pond D,14:30,A New Method of Collaboration in Block-Based Programming Environments,"Isabella White (North Carolina State University, USA); Madison Thomas (North Carolina State Unviersity, USA); Veronica Cateté (North Carolina State University, USA)"
"Tuesday, Nov 4",T3-WPD,"Curriculum & Course Design 4: Innovative Strategies for Teamwork, Design, and Skill Development",Willow Pond D,14:45,"PhawAI - Code, Culture, and Collaboration: Reflections on Pioneering an AI Workshop for Emerging Computer Scientists in Arequipa,","Perú Nils Murrugarra-Llerena (University of Pittsburgh, USA); Rosa Y. G. Paccotacya-Yanque (Universidad Católica San Pablo, Peru); Sreyoshi Bhaduri (Amazon, USA); Lourdes Ramirez Cerna (Universidad de Lima, Peru); Jeffri Murrugarra-Llerena (Stony Brook University, USA); Tilsa Oré Mónago (Rice University, USA); Cristhian Chavez Ruiz (PhawAI, Peru) 13:30 - 15:00"
"Tuesday, Nov 4",T3-WPE,Computer-Based Instruction 1: Innovative Platforms and Collaborative Efforts,Willow Pond E,13:30,WIP: QUINTET: a Platform for Quantum Internet Education and Training,"Sahil Mangotra and Abhishek Parakh (Kennesaw State University, USA); Mahadevan Subramaniam (University of Nebraska at Omaha, USA)"
"Tuesday, Nov 4",T3-WPE,Computer-Based Instruction 1: Innovative Platforms and Collaborative Efforts,Willow Pond E,13:45,The Use of a Prototype Environment for Programming Learning in Higher Education in the Mozambique Context,"Geraldo Nhadumbuque (Portugal-Coimbra, Mozambique); Anabela Gomes (Polytechnic University of Coimbra & CISUC, Portugal & ISEC, Portugal); Maria José Marcelino (University of Coimbra, Portugal) 67"
"Tuesday, Nov 4",T3-WPE,Computer-Based Instruction 1: Innovative Platforms and Collaborative Efforts,Willow Pond E,14:00,WIP: Outcomes Based Evaluation of a Virtual Multi-Institutional Program Showcase: Student and Program Director Perspectives,"Cheryl A. Bodnar (The Ohio State University, USA); Holly Matusovich (Virginia Tech, USA)"
"Tuesday, Nov 4",T3-WPE,Computer-Based Instruction 1: Innovative Platforms and Collaborative Efforts,Willow Pond E,14:15,WIP: Supporting Graduate Students in the Integration of Artificial Intelligence and Agriculture,"Wendy Chi (ABC Evaluation & Research, USA); Adan Delval, Ruth C Torres Castillo, Enrico Pontelli and Huiping Cao (New Mexico State University, USA)"
"Tuesday, Nov 4",T3-WPE,Computer-Based Instruction 1: Innovative Platforms and Collaborative Efforts,Willow Pond E,14:30,Bridging Time Gaps in Computer-Supported Collaborative Learning: Quantifying the Effects of Time Zone Differences,"Han Kyul Kim, Aleyeh Roknaldin and Yiji Yoon (University of Southern California, USA); Stephen Lu (University of Southern California)"
"Tuesday, Nov 4",T3-WPE,Computer-Based Instruction 1: Innovative Platforms and Collaborative Efforts,Willow Pond E,14:45,WIP: Minority Mentors' Learning and Awareness: Role Models for Undergraduate Engineering Students in a Research Program,"Hilda Cecilia Contreras Aguirre, Stephanie L Zackery and Luis Rodolfo Garcia Carrillo (New Mexico State University, USA) 15:00 - 15:30 T-CB2: Focus on Exhibitors & Coffee Break 15:30 - 17:00"
"Tuesday, Nov 4",T4-RBA,K-12 Education & Outreach 4: Integrating Innovative Technologies and Interdisciplinary Approaches,Riverbed A,15:30,Integrating Errorless and Scaffolding Learning Theories in a Generative Artificial Intelligence Supported Virtual Learning,"Environment: Demonstration and Validation Masood Khan, Ryan Liebregts and Chris Ford (Curtin University, Australia)"
"Tuesday, Nov 4",T4-RBA,K-12 Education & Outreach 4: Integrating Innovative Technologies and Interdisciplinary Approaches,Riverbed A,15:45,"From Code to Crop: A Novel STEM-Based Approach Integrating Agriculture, Programming and Electronics","Jose Geraldo L Noronha Filho (Pontifícia Universidade Católica Do Paraná, Brazil); Maicon A Tibola (Pontifícia Universidade Católica Do Paraná (PUCPR), Brazil); Dilmeire Vosgerau (PUCPR, Brazil); Claudio Carvilhe (Pontifícia Universidade Católica do Paraná, Brazil); Carlos Silla (Halmstad University, Sweden)"
"Tuesday, Nov 4",T4-RBA,K-12 Education & Outreach 4: Integrating Innovative Technologies and Interdisciplinary Approaches,Riverbed A,16:00,Enhancing Technical Skills and Interest of K-12 Students in Construction Engineering Using Mixed Reality Learning Environment,"Mariam A Tomori I, Joshua Nsiah Addo Ofori and Omobolanle Ogunseiju (Georgia Institute of Technology, USA)"
"Tuesday, Nov 4",T4-RBA,K-12 Education & Outreach 4: Integrating Innovative Technologies and Interdisciplinary Approaches,Riverbed A,16:15,Integrating Engineering Through Bio-Inspired Robots in K-6 Classrooms: a Case Study of a Goldfish Robot,"Daniel Whitman and Deeksha Seth (Villanova University, USA) 68"
"Tuesday, Nov 4",T4-RBA,K-12 Education & Outreach 4: Integrating Innovative Technologies and Interdisciplinary Approaches,Riverbed A,16:30,MoveIt! - a Board Game for Teaching Computer Science Concepts,"Martin Erwig and Jennifer Parham-Mocello (Oregon State University, USA)"
"Tuesday, Nov 4",T4-RBA,K-12 Education & Outreach 4: Integrating Innovative Technologies and Interdisciplinary Approaches,Riverbed A,16:45,WIP: the Traininator: Making Machine Learning Accessible to Elementary School Students,"Gordon Stein, Dun Na and Atefeh Behboudi (Vanderbilt University, USA); Tolulope Famaye and Cinamon Bailey (Clemson University, USA); Golnaz Arastoopour Irgens (Vanderbilt University, USA) 15:30 - 17:00"
"Tuesday, Nov 4",T4-RBC,Gen AI 9: Case Studies in Undergraduate Courses,Riverbed C,15:30,Improving Class Quality and Learning Experience for Students Through the Use of LLMs: a Case Study,"Juan Ortiz Couder (Embry-Riddle Aeronautical University, USA); Lynn Vonderhaar (Embry-Riddle Aeronautical Unviersity, USA); Omar Ochoa and Massood Towhidnejad (Embry-Riddle Aeronautical University, USA)"
"Tuesday, Nov 4",T4-RBC,Gen AI 9: Case Studies in Undergraduate Courses,Riverbed C,15:45,WIP: Enhancing Calculus Learning with AI: a Study of GPT-4o vs. Fine-Tuned GPT,"Keke Wang (Embry-Riddle Aeronautical University, USA)"
"Tuesday, Nov 4",T4-RBC,Gen AI 9: Case Studies in Undergraduate Courses,Riverbed C,16:00,Exploring Undergraduate Students' Utilization and Perceptions of Generative AI in Engineering: Insights from an Introductory Statics,"and Mechanics of Materials Course David A. DeFrancisis, David M. Pabst, Lee A Dosse, Jacklyn Wyszynski and Matthew Barry (University of Pittsburgh, USA)"
"Tuesday, Nov 4",T4-RBC,Gen AI 9: Case Studies in Undergraduate Courses,Riverbed C,16:15,"Evaluating Handwritten and Multimodal, Free-Style Responses in Algorithms and Data Structures: a RAG-LLM-Based Feedback","Framework Samhith Dara and Qiong Cheng (University of North Carolina at Charlotte, USA)"
"Tuesday, Nov 4",T4-RBC,Gen AI 9: Case Studies in Undergraduate Courses,Riverbed C,16:30,Stop! Yield! Do Not Enter: a Web-Based Self-Driving Vehicle Simulator for Building AI Literacy and Trust,"Justin Marwad (University of Massachusetts Lowell, USA); Jasmin Marwad (University of Massachessuts Lowell, USA); Maryam Abbasalizadeh, Pranathi Rayavaram, Samantha Reig, Claire Seungeun Lee and Sashank Narain (University of Massachusetts Lowell, USA) 69"
"Tuesday, Nov 4",T4-RBD,Supporting Student Transitions into and within Universities,Riverbed D,15:30,The Impact of a Career Counseling Program on Grade Nine Students in a Jamaican Secondary School,"Balvin O Thorpe (UTech, Jamaica); D'Andre A Thorpe (Stony Brook University, USA)"
"Tuesday, Nov 4",T4-RBD,Supporting Student Transitions into and within Universities,Riverbed D,15:45,WIP: Professional Identity and Design Engagement: a Study of Practicing Engineers' Identity in Industry Settings,"Stephanie Adams and Shane Brown (Oregon State University, USA); James Huff (University of Georgia, USA); Elliott Clement (Oregon State University, USA)"
"Tuesday, Nov 4",T4-RBD,Supporting Student Transitions into and within Universities,Riverbed D,16:00,(WIP) Bridging the Industry-Academia Gap: Assessing the Need for AI Tools in Technical Interview Preparation and Workforce,"Readiness Oluwagbeminiyi Rest Johnson, Marlon Mejias and Melissa Kouaho (University of North Carolina at Charlotte, USA)"
"Tuesday, Nov 4",T4-RBD,Supporting Student Transitions into and within Universities,Riverbed D,16:15,WIP Academia to Industry: Mapping Skills and Careers for Engineering Education Doctorates,"Lilianny Virguez (University of Florida, USA); Debarati Basu (Embry-Riddle Aeronautical University, USA); Sreyoshi Bhaduri (Amazon, USA)"
"Tuesday, Nov 4",T4-RBD,Supporting Student Transitions into and within Universities,Riverbed D,16:30,WIP: How Do Computing Professionals and Faculty Rank the Importance of Dispositions and Cross-Disciplinary Skills?,"Marisa Exter and Nursah Yakut (Purdue University, USA); Deepti Tagare (University of Texas at San Antonio, USA); Mihaela Sabin (University of New Hampshire, USA) 15:30 - 17:00"
"Tuesday, Nov 4",T4-WPA,"Pedagogical & Instructional Approaches 9: Fostering Leadership, Teamwork, and Mindfulness",Willow Pond A,15:30,Developing Lifelong Learning Competencies Through Team-Based Literature Review Assignments for Online Graduate Courses,"Arko Barman (Rice University, USA)"
"Tuesday, Nov 4",T4-WPA,"Pedagogical & Instructional Approaches 9: Fostering Leadership, Teamwork, and Mindfulness",Willow Pond A,15:45,Developing Leadership Skills in Software Engineering Students - a Case Study of a Leadership Development Framework,"Nicolas Pereira do Nascimento (Pontifical Catholic University of Rio Grande do Sul, Brazil); Afonso Sales (PUCRS - University, Brazil); Rafael Chanin (PUCRS, Brazil) 70"
